# Error as function of iteration number for Sphere, Ackley, and Rastrigin functions
# Dimension: 6
# Particles: 6000
# Inertia: 0.6571
# C_1: 1.6319
# C_2: 0.6239
Iterations,Sphere_serial,Rastrigin_serial,Ackley_serial,Sphere_parallel,Rastrigin_parllel,Ackley_parallel
394,2.70897e-66,0,0,1.31645e-59,0,0
395,1.97877e-66,0,0,1.31645e-59,0,0
396,1.02675e-66,0,0,1.31645e-59,0,0
397,9.2662e-67,0,0,1.31645e-59,0,0
398,9.2662e-67,0,0,1.20835e-59,0,0
399,3.9805e-67,0,0,7.09672e-60,0,0
400,3.74314e-67,0,0,5.82471e-60,0,0
401,2.59401e-67,0,0,5.23867e-60,0,0
402,1.83741e-67,0,0,2.55228e-60,0,0
403,1.83741e-67,0,0,2.06868e-60,0,0
404,1.83741e-67,0,0,7.85568e-61,0,0
405,1.25229e-67,0,0,7.85568e-61,0,0
406,7.13092e-68,0,0,7.16286e-61,0,0
407,3.74395e-68,0,0,7.16286e-61,0,0
408,5.86148e-69,0,0,1.67653e-61,0,0
409,5.86148e-69,0,0,1.67653e-61,0,0
410,5.45777e-69,0,0,1.57216e-61,0,0
411,1.64512e-69,0,0,1.00237e-61,0,0
412,1.64512e-69,0,0,1.00237e-61,0,0
413,1.64512e-69,0,0,7.6111e-62,0,0
414,1.64512e-69,0,0,4.43734e-62,0,0
415,1.44836e-69,0,0,4.09961e-62,0,0
416,1.18208e-69,0,0,2.11872e-62,0,0
417,4.77287e-70,0,0,7.90184e-63,0,0
418,4.77287e-70,0,0,7.90184e-63,0,0
419,4.77287e-70,0,0,5.622e-63,0,0
420,3.33346e-70,0,0,4.987e-63,0,0
421,3.33346e-70,0,0,2.65048e-63,0,0
422,2.17798e-70,0,0,2.65048e-63,0,0
423,9.03669e-71,0,0,2.65048e-63,0,0
424,6.95768e-71,0,0,2.42374e-63,0,0
425,2.56349e-71,0,0,4.67993e-64,0,0
426,2.56349e-71,0,0,4.67993e-64,0,0
427,2.56349e-71,0,0,4.67993e-64,0,0
428,1.30627e-71,0,0,4.67993e-64,0,0
429,1.14885e-71,0,0,4.16575e-64,0,0
430,5.10969e-72,0,0,2.52086e-64,0,0
431,3.78569e-72,0,0,2.15015e-64,0,0
432,4.80973e-73,0,0,1.40811e-64,0,0
433,4.80973e-73,0,0,6.32526e-65,0,0
434,4.46758e-73,0,0,5.33211e-65,0,0
435,4.46758e-73,0,0,4.62741e-65,0,0
436,4.46758e-73,0,0,3.41513e-65,0,0
437,3.19559e-73,0,0,2.79516e-65,0,0
438,3.19559e-73,0,0,8.0873e-66,0,0
439,3.19559e-73,0,0,8.0873e-66,0,0
440,1.59018e-73,0,0,8.0873e-66,0,0
441,1.24381e-73,0,0,8.0873e-66,0,0
442,8.57409e-74,0,0,3.29319e-66,0,0
443,5.80388e-74,0,0,3.29319e-66,0,0
444,4.34339e-74,0,0,3.29319e-66,0,0
445,2.5635e-74,0,0,3.29319e-66,0,0
446,1.96454e-74,0,0,3.08168e-66,0,0
447,1.21994e-74,0,0,1.95556e-66,0,0
448,4.68412e-75,0,0,8.01084e-67,0,0
449,4.02567e-75,0,0,8.01084e-67,0,0
450,4.02567e-75,0,0,2.25043e-67,0,0
451,2.59395e-75,0,0,1.76291e-67,0,0
452,2.51808e-75,0,0,1.01639e-67,0,0
453,7.97582e-76,0,0,1.01639e-67,0,0
454,1.81802e-76,0,0,3.97004e-68,0,0
455,1.81802e-76,0,0,3.97004e-68,0,0
456,1.81802e-76,0,0,3.97004e-68,0,0
457,1.81802e-76,0,0,1.43258e-68,0,0
458,1.81802e-76,0,0,1.43258e-68,0,0
459,1.47942e-76,0,0,1.29349e-68,0,0
460,8.1757e-77,0,0,4.97424e-69,0,0
461,3.56996e-77,0,0,4.97424e-69,0,0
462,2.70115e-77,0,0,4.97424e-69,0,0
463,9.87943e-78,0,0,4.97424e-69,0,0
464,9.87943e-78,0,0,4.57382e-69,0,0
465,6.41269e-78,0,0,4.57382e-69,0,0
466,4.48904e-78,0,0,4.57382e-69,0,0
467,2.73103e-78,0,0,4.57382e-69,0,0
468,1.40875e-78,0,0,4.36545e-69,0,0
469,1.40875e-78,0,0,4.36545e-69,0,0
470,9.50522e-79,0,0,4.36545e-69,0,0
471,2.44535e-79,0,0,4.36545e-69,0,0
472,2.44535e-79,0,0,4.36545e-69,0,0
473,2.44535e-79,0,0,1.73026e-69,0,0
474,2.44535e-79,0,0,1.73026e-69,0,0
475,1.86582e-79,0,0,1.73026e-69,0,0
476,1.36052e-79,0,0,1.73026e-69,0,0
477,8.73814e-80,0,0,1.73026e-69,0,0
478,4.17867e-80,0,0,1.73026e-69,0,0
479,4.17867e-80,0,0,1.73026e-69,0,0
480,1.70139e-80,0,0,1.73026e-69,0,0
481,1.10575e-80,0,0,1.11434e-69,0,0
482,1.06258e-80,0,0,6.66735e-70,0,0
483,9.08058e-81,0,0,4.63035e-70,0,0
484,1.10808e-81,0,0,4.63035e-70,0,0
485,1.10808e-81,0,0,4.63035e-70,0,0
486,1.10808e-81,0,0,3.8112e-70,0,0
487,1.00208e-81,0,0,3.57835e-70,0,0
488,1.00208e-81,0,0,1.74129e-70,0,0
489,1.00208e-81,0,0,3.67529e-71,0,0
490,5.8947e-82,0,0,3.67529e-71,0,0
491,2.36642e-82,0,0,3.67529e-71,0,0
492,1.31452e-82,0,0,3.67529e-71,0,0
493,3.46476e-83,0,0,3.67529e-71,0,0
494,3.46476e-83,0,0,1.85793e-71,0,0
495,3.46476e-83,0,0,1.36687e-71,0,0
496,3.46476e-83,0,0,1.1634e-71,0,0
497,2.65622e-83,0,0,4.4184e-72,0,0
498,2.65622e-83,0,0,4.4184e-72,0,0
499,1.98542e-83,0,0,3.39117e-72,0,0
500,1.54932e-83,0,0,3.39117e-72,0,0
501,1.05917e-83,0,0,3.20867e-72,0,0
502,6.46835e-84,0,0,3.03949e-72,0,0
503,3.04076e-84,0,0,2.08465e-72,0,0
504,3.04076e-84,0,0,1.31052e-72,0,0
505,3.04076e-84,0,0,9.33541e-73,0,0
506,1.29851e-84,0,0,2.68607e-73,0,0
507,1.29851e-84,0,0,2.68607e-73,0,0
508,7.22479e-85,0,0,2.68607e-73,0,0
509,7.22479e-85,0,0,1.95174e-73,0,0
510,7.22479e-85,0,0,1.72771e-73,0,0
511,1.22577e-85,0,0,1.72771e-73,0,0
512,1.22577e-85,0,0,8.05059e-74,0,0
513,1.22577e-85,0,0,8.05059e-74,0,0
514,1.16926e-85,0,0,8.05059e-74,0,0
515,2.249e-86,0,0,5.21953e-74,0,0
516,2.249e-86,0,0,5.21953e-74,0,0
517,2.249e-86,0,0,1.60931e-74,0,0
518,3.18486e-87,0,0,1.17799e-74,0,0
519,3.18486e-87,0,0,1.17799e-74,0,0
520,3.18486e-87,0,0,3.30506e-75,0,0
521,3.18486e-87,0,0,3.30506e-75,0,0
522,3.18486e-87,0,0,3.30506e-75,0,0
523,1.78111e-87,0,0,1.74809e-75,0,0
524,1.78111e-87,0,0,1.21597e-75,0,0
525,1.78111e-87,0,0,1.21597e-75,0,0
526,1.06844e-87,0,0,7.79187e-76,0,0
527,1.00031e-87,0,0,7.79187e-76,0,0
528,6.40379e-88,0,0,7.79187e-76,0,0
529,2.34825e-88,0,0,7.26308e-76,0,0
530,6.21769e-89,0,0,6.87905e-76,0,0
531,6.21769e-89,0,0,3.24156e-76,0,0
532,5.55655e-89,0,0,2.95128e-76,0,0
533,5.55655e-89,0,0,4.85178e-77,0,0
534,5.55655e-89,0,0,4.85178e-77,0,0
535,4.49158e-89,0,0,4.85178e-77,0,0
536,3.77508e-89,0,0,4.85178e-77,0,0
537,1.33581e-89,0,0,4.85178e-77,0,0
538,1.33581e-89,0,0,1.04163e-77,0,0
539,3.54703e-90,0,0,5.49074e-78,0,0
540,8.5372e-91,0,0,3.70405e-78,0,0
541,8.5372e-91,0,0,3.70405e-78,0,0
542,8.5372e-91,0,0,2.93438e-78,0,0
543,8.5372e-91,0,0,2.93438e-78,0,0
544,8.5372e-91,0,0,1.89447e-78,0,0
545,8.36843e-91,0,0,1.89447e-78,0,0
546,8.36843e-91,0,0,8.26319e-79,0,0
547,7.71959e-91,0,0,6.93105e-79,0,0
548,3.30898e-91,0,0,5.19233e-79,0,0
549,1.44091e-91,0,0,5.19233e-79,0,0
550,7.17887e-92,0,0,5.19233e-79,0,0
551,5.89394e-92,0,0,4.40448e-79,0,0
552,1.68459e-92,0,0,1.28328e-79,0,0
553,1.68459e-92,0,0,6.98193e-80,0,0
554,1.68459e-92,0,0,6.98193e-80,0,0
555,1.68459e-92,0,0,6.98193e-80,0,0
556,1.68459e-92,0,0,2.69793e-80,0,0
557,1.68459e-92,0,0,1.91724e-80,0,0
558,7.77793e-93,0,0,1.91724e-80,0,0
559,7.21035e-93,0,0,1.91724e-80,0,0
560,7.21035e-93,0,0,1.8675e-80,0,0
561,5.44729e-93,0,0,1.8675e-80,0,0
562,3.71919e-93,0,0,1.17873e-80,0,0
563,1.10477e-93,0,0,6.16742e-81,0,0
564,8.07737e-94,0,0,6.16742e-81,0,0
565,3.89602e-94,0,0,2.13346e-81,0,0
566,3.89602e-94,0,0,2.13346e-81,0,0
567,5.85247e-95,0,0,1.05013e-81,0,0
568,5.85247e-95,0,0,1.05013e-81,0,0
569,2.11173e-95,0,0,1.05013e-81,0,0
570,2.11173e-95,0,0,1.05013e-81,0,0
571,2.11173e-95,0,0,1.05013e-81,0,0
572,2.11173e-95,0,0,1.05013e-81,0,0
573,2.11173e-95,0,0,8.11461e-82,0,0
574,1.80727e-95,0,0,4.27906e-82,0,0
575,8.80002e-96,0,0,4.27906e-82,0,0
576,8.15208e-96,0,0,1.72148e-82,0,0
577,5.925e-96,0,0,1.72148e-82,0,0
578,5.52677e-96,0,0,1.6462e-82,0,0
579,1.3458e-96,0,0,9.37438e-83,0,0
580,1.3458e-96,0,0,9.37438e-83,0,0
581,8.70203e-97,0,0,4.62752e-83,0,0
582,7.8335e-97,0,0,4.62752e-83,0,0
583,4.63032e-97,0,0,1.70465e-83,0,0
584,2.7708e-97,0,0,1.70465e-83,0,0
585,2.7708e-97,0,0,1.56493e-83,0,0
586,1.86715e-97,0,0,1.0492e-83,0,0
587,1.2154e-97,0,0,1.0492e-83,0,0
588,8.51961e-98,0,0,1.0492e-83,0,0
589,6.82213e-98,0,0,3.33279e-84,0,0
590,6.82213e-98,0,0,3.33279e-84,0,0
591,6.58774e-98,0,0,3.33279e-84,0,0
592,5.53791e-98,0,0,5.00575e-85,0,0
593,3.46701e-98,0,0,5.00575e-85,0,0
594,1.69671e-98,0,0,5.00575e-85,0,0
595,1.13913e-98,0,0,4.97133e-85,0,0
596,1.13913e-98,0,0,4.36737e-85,0,0
597,7.92029e-99,0,0,4.36737e-85,0,0
598,6.47639e-99,0,0,1.68849e-85,0,0
599,3.84024e-99,0,0,8.39021e-86,0,0
600,2.48341e-99,0,0,8.39021e-86,0,0
601,9.53629e-100,0,0,4.45825e-86,0,0
602,6.11259e-100,0,0,4.13154e-86,0,0
603,6.11259e-100,0,0,1.91136e-86,0,0
604,3.00392e-100,0,0,9.39154e-87,0,0
605,1.99995e-100,0,0,9.39154e-87,0,0
606,6.32787e-101,0,0,9.39154e-87,0,0
607,6.32787e-101,0,0,6.96044e-87,0,0
608,6.32787e-101,0,0,6.96044e-87,0,0
609,5.24061e-101,0,0,4.22394e-87,0,0
610,3.07987e-101,0,0,4.22394e-87,0,0
611,1.74602e-101,0,0,4.22394e-87,0,0
612,1.03172e-101,0,0,1.74374e-87,0,0
613,1.03172e-101,0,0,1.74374e-87,0,0
614,5.71164e-102,0,0,1.74374e-87,0,0
615,3.67008e-103,0,0,6.40932e-88,0,0
616,3.67008e-103,0,0,6.40932e-88,0,0
617,3.67008e-103,0,0,6.34459e-88,0,0
618,3.67008e-103,0,0,4.45794e-88,0,0
619,3.67008e-103,0,0,1.30997e-88,0,0
620,3.26846e-103,0,0,1.30997e-88,0,0
621,7.60049e-104,0,0,1.30997e-88,0,0
622,7.60049e-104,0,0,1.30997e-88,0,0
623,6.66294e-104,0,0,7.30776e-89,0,0
624,5.93272e-104,0,0,7.30776e-89,0,0
625,5.93272e-104,0,0,7.30776e-89,0,0
626,5.52297e-104,0,0,7.30776e-89,0,0
627,5.06914e-104,0,0,7.30776e-89,0,0
628,4.14048e-104,0,0,5.64476e-89,0,0
629,4.14048e-104,0,0,4.83272e-89,0,0
630,1.41411e-104,0,0,2.81983e-89,0,0
631,3.31634e-105,0,0,2.24223e-89,0,0
632,3.23262e-105,0,0,2.24223e-89,0,0
633,3.23262e-105,0,0,2.24223e-89,0,0
634,3.23262e-105,0,0,1.95096e-89,0,0
635,2.66194e-105,0,0,6.82695e-90,0,0
636,1.47852e-105,0,0,6.82695e-90,0,0
637,1.2173e-105,0,0,6.82695e-90,0,0
638,1.2173e-105,0,0,5.36625e-90,0,0
639,1.2173e-105,0,0,2.29182e-90,0,0
640,1.2173e-105,0,0,2.29182e-90,0,0
641,1.16881e-105,0,0,4.15382e-91,0,0
642,5.01095e-106,0,0,4.15382e-91,0,0
643,3.01747e-106,0,0,4.15382e-91,0,0
644,1.99937e-106,0,0,4.15382e-91,0,0
645,8.46333e-107,0,0,4.15382e-91,0,0
646,8.46333e-107,0,0,2.33257e-91,0,0
647,8.46333e-107,0,0,2.19791e-91,0,0
648,6.60343e-107,0,0,1.43545e-91,0,0
649,2.92272e-107,0,0,1.43545e-91,0,0
650,2.68174e-107,0,0,1.43545e-91,0,0
651,5.8042e-108,0,0,1.11194e-91,0,0
652,5.8042e-108,0,0,1.11194e-91,0,0
653,5.8042e-108,0,0,9.70477e-92,0,0
654,2.11119e-108,0,0,8.00758e-92,0,0
655,2.11119e-108,0,0,4.66332e-92,0,0
656,2.11119e-108,0,0,4.66332e-92,0,0
657,8.95185e-109,0,0,4.548e-92,0,0
658,8.95185e-109,0,0,2.53987e-92,0,0
659,8.95185e-109,0,0,2.25943e-92,0,0
660,7.17026e-109,0,0,1.91166e-92,0,0
661,2.86814e-109,0,0,1.56768e-92,0,0
662,1.34505e-109,0,0,1.21741e-92,0,0
663,1.34505e-109,0,0,1.03419e-92,0,0
664,1.04211e-109,0,0,7.33103e-93,0,0
665,2.46595e-110,0,0,2.50194e-93,0,0
666,2.46595e-110,0,0,2.50194e-93,0,0
667,2.46595e-110,0,0,1.87237e-93,0,0
668,1.3794e-110,0,0,1.87237e-93,0,0
669,9.02828e-111,0,0,1.49868e-93,0,0
670,9.02828e-111,0,0,1.32643e-93,0,0
671,9.02828e-111,0,0,1.29406e-93,0,0
672,5.63857e-111,0,0,5.29887e-94,0,0
673,5.61251e-111,0,0,2.88029e-94,0,0
674,2.25069e-111,0,0,2.79853e-94,0,0
675,1.45089e-111,0,0,1.75753e-94,0,0
676,1.45089e-111,0,0,9.96564e-95,0,0
677,8.47083e-112,0,0,9.96564e-95,0,0
678,8.47083e-112,0,0,9.96564e-95,0,0
679,8.47083e-112,0,0,4.4447e-95,0,0
680,3.64302e-112,0,0,4.4447e-95,0,0
681,2.21107e-112,0,0,2.66331e-95,0,0
682,1.45603e-112,0,0,1.57023e-95,0,0
683,1.3483e-112,0,0,2.91742e-96,0,0
684,1.3483e-112,0,0,2.91742e-96,0,0
685,8.16972e-113,0,0,2.91742e-96,0,0
686,5.09809e-113,0,0,2.91742e-96,0,0
687,2.54635e-113,0,0,2.91742e-96,0,0
688,2.41348e-113,0,0,2.91742e-96,0,0
689,1.2105e-113,0,0,2.91742e-96,0,0
690,1.2105e-113,0,0,1.872e-96,0,0
691,7.58163e-114,0,0,7.68114e-97,0,0
692,7.58163e-114,0,0,4.99845e-97,0,0
693,4.52473e-114,0,0,4.99845e-97,0,0
694,4.52473e-114,0,0,4.7916e-97,0,0
695,9.6545e-115,0,0,3.34751e-97,0,0
696,9.6545e-115,0,0,2.20486e-97,0,0
697,6.09556e-115,0,0,2.1012e-97,0,0
698,6.09556e-115,0,0,2.1012e-97,0,0
699,3.78627e-115,0,0,1.03588e-97,0,0
700,3.05711e-115,0,0,9.43897e-98,0,0
701,1.74734e-115,0,0,9.21482e-98,0,0
702,1.22666e-115,0,0,3.11481e-98,0,0
703,1.48985e-116,0,0,2.25533e-98,0,0
704,1.48985e-116,0,0,2.25533e-98,0,0
705,1.48985e-116,0,0,1.91454e-98,0,0
706,1.48985e-116,0,0,1.79496e-98,0,0
707,1.26302e-116,0,0,1.39885e-98,0,0
708,1.26302e-116,0,0,1.39885e-98,0,0
709,2.41886e-117,0,0,5.36166e-99,0,0
710,1.939e-117,0,0,5.36166e-99,0,0
711,1.939e-117,0,0,5.36166e-99,0,0
712,1.83801e-117,0,0,5.02008e-99,0,0
713,1.75448e-117,0,0,3.91201e-99,0,0
714,1.11166e-117,0,0,3.42213e-99,0,0
715,9.31376e-118,0,0,1.86732e-99,0,0
716,9.31376e-118,0,0,1.04978e-99,0,0
717,5.4437e-118,0,0,6.30015e-100,0,0
718,1.68252e-118,0,0,5.93071e-100,0,0
719,1.68252e-118,0,0,5.93071e-100,0,0
720,8.0594e-119,0,0,2.52796e-100,0,0
721,5.1868e-119,0,0,1.87483e-100,0,0
722,5.1868e-119,0,0,1.87483e-100,0,0
723,2.94892e-119,0,0,2.95859e-101,0,0
724,2.85236e-119,0,0,2.95859e-101,0,0
725,2.85236e-119,0,0,2.95859e-101,0,0
726,2.49256e-119,0,0,2.95859e-101,0,0
727,9.98686e-120,0,0,2.95859e-101,0,0
728,2.8895e-120,0,0,2.09378e-101,0,0
729,2.8895e-120,0,0,2.09378e-101,0,0
730,2.8895e-120,0,0,1.95014e-101,0,0
731,1.63699e-120,0,0,1.95014e-101,0,0
732,1.63699e-120,0,0,1.17943e-101,0,0
733,4.63545e-121,0,0,1.16775e-101,0,0
734,4.14224e-121,0,0,1.16775e-101,0,0
735,4.14224e-121,0,0,7.23587e-102,0,0
736,3.39393e-121,0,0,2.08798e-102,0,0
737,1.55336e-121,0,0,2.08798e-102,0,0
738,1.55336e-121,0,0,2.08798e-102,0,0
739,7.12296e-122,0,0,1.69531e-102,0,0
740,7.12296e-122,0,0,1.69531e-102,0,0
741,7.12296e-122,0,0,6.28413e-103,0,0
742,4.65605e-122,0,0,6.28413e-103,0,0
743,4.15774e-122,0,0,6.07384e-103,0,0
744,3.18928e-122,0,0,5.60681e-103,0,0
745,1.46558e-122,0,0,3.63544e-103,0,0
746,6.71585e-123,0,0,1.8591e-103,0,0
747,6.71585e-123,0,0,1.29689e-103,0,0
748,6.71585e-123,0,0,9.50376e-104,0,0
749,2.66784e-123,0,0,7.08527e-104,0,0
750,2.66784e-123,0,0,5.05895e-104,0,0
751,1.55364e-123,0,0,9.44709e-105,0,0
752,7.87645e-124,0,0,9.44709e-105,0,0
753,7.87645e-124,0,0,7.30747e-105,0,0
754,4.58799e-124,0,0,7.30747e-105,0,0
755,2.96908e-124,0,0,7.30747e-105,0,0
756,2.96908e-124,0,0,2.88676e-105,0,0
757,2.33341e-124,0,0,1.70622e-105,0,0
758,2.33341e-124,0,0,1.70622e-105,0,0
759,1.16398e-124,0,0,1.70622e-105,0,0
760,1.16398e-124,0,0,9.53372e-106,0,0
761,1.04675e-124,0,0,9.53372e-106,0,0
762,3.95827e-125,0,0,8.40992e-106,0,0
763,2.0783e-125,0,0,4.11534e-106,0,0
764,1.8449e-125,0,0,4.11534e-106,0,0
765,1.8449e-125,0,0,4.11534e-106,0,0
766,1.30293e-125,0,0,2.39529e-106,0,0
767,6.89266e-126,0,0,2.39529e-106,0,0
768,6.89266e-126,0,0,2.29743e-106,0,0
769,3.78068e-126,0,0,2.04171e-106,0,0
770,1.0159e-126,0,0,6.04661e-107,0,0
771,1.0159e-126,0,0,6.04661e-107,0,0
772,2.91619e-127,0,0,6.04661e-107,0,0
773,2.91619e-127,0,0,6.04661e-107,0,0
774,7.29277e-128,0,0,6.04661e-107,0,0
775,7.29277e-128,0,0,6.04661e-107,0,0
776,7.29277e-128,0,0,4.35055e-107,0,0
777,7.29277e-128,0,0,3.91024e-107,0,0
778,7.29277e-128,0,0,1.6434e-107,0,0
779,5.80263e-128,0,0,8.65846e-108,0,0
780,5.80263e-128,0,0,8.65846e-108,0,0
781,1.69935e-128,0,0,8.65846e-108,0,0
782,1.69935e-128,0,0,8.65846e-108,0,0
783,1.44386e-128,0,0,6.42328e-108,0,0
784,7.97182e-129,0,0,6.39706e-108,0,0
785,7.97182e-129,0,0,1.17359e-108,0,0
786,5.39134e-129,0,0,1.17359e-108,0,0
787,2.78438e-129,0,0,5.0724e-109,0,0
788,6.50019e-130,0,0,5.0724e-109,0,0
789,6.50019e-130,0,0,1.92915e-109,0,0
790,6.50019e-130,0,0,1.92915e-109,0,0
791,2.44961e-130,0,0,1.92915e-109,0,0
792,2.44961e-130,0,0,1.92915e-109,0,0
793,2.44961e-130,0,0,1.92915e-109,0,0
794,8.10444e-131,0,0,1.24343e-109,0,0
795,8.10444e-131,0,0,9.09954e-110,0,0
796,8.10444e-131,0,0,8.03532e-110,0,0
797,5.05924e-131,0,0,3.82094e-110,0,0
798,5.05924e-131,0,0,3.82094e-110,0,0
799,1.43506e-131,0,0,2.54424e-110,0,0
800,1.43506e-131,0,0,2.54424e-110,0,0
801,1.35678e-131,0,0,2.54424e-110,0,0
802,1.18288e-131,0,0,1.85364e-110,0,0
803,1.18288e-131,0,0,1.32867e-110,0,0
804,6.03128e-132,0,0,1.13177e-110,0,0
805,5.78098e-132,0,0,1.13177e-110,0,0
806,3.93059e-132,0,0,6.3945e-111,0,0
807,3.42487e-133,0,0,5.2655e-111,0,0
808,3.42487e-133,0,0,3.66952e-111,0,0
809,3.42487e-133,0,0,3.10189e-111,0,0
810,3.42487e-133,0,0,2.37108e-111,0,0
811,3.42487e-133,0,0,1.19667e-111,0,0
812,3.21753e-133,0,0,5.72948e-112,0,0
813,1.3488e-133,0,0,2.08586e-112,0,0
814,1.33129e-133,0,0,2.08586e-112,0,0
815,9.34405e-134,0,0,1.4267e-112,0,0
816,4.8787e-134,0,0,1.4267e-112,0,0
817,4.8787e-134,0,0,1.4267e-112,0,0
818,4.8787e-134,0,0,1.3826e-112,0,0
819,1.50153e-134,0,0,1.3826e-112,0,0
820,1.50153e-134,0,0,6.06908e-113,0,0
821,1.3646e-134,0,0,2.31458e-113,0,0
822,1.22965e-134,0,0,2.31458e-113,0,0
823,3.90654e-135,0,0,2.21275e-113,0,0
824,3.90654e-135,0,0,2.21275e-113,0,0
825,2.12079e-135,0,0,1.23938e-113,0,0
826,1.72345e-135,0,0,7.44351e-114,0,0
827,6.02188e-136,0,0,6.04152e-114,0,0
828,6.02188e-136,0,0,2.98636e-114,0,0
829,2.63933e-136,0,0,2.98636e-114,0,0
830,2.63933e-136,0,0,2.98636e-114,0,0
831,1.4638e-136,0,0,2.98636e-114,0,0
832,1.4638e-136,0,0,2.30918e-114,0,0
833,8.1591e-137,0,0,2.30918e-114,0,0
834,8.1591e-137,0,0,1.76972e-114,0,0
835,8.1591e-137,0,0,1.14084e-114,0,0
836,6.08635e-137,0,0,9.93544e-115,0,0
837,2.79297e-137,0,0,9.93544e-115,0,0
838,2.55979e-137,0,0,8.25157e-115,0,0
839,7.1762e-138,0,0,8.25157e-115,0,0
840,6.43154e-138,0,0,5.98002e-115,0,0
841,6.43154e-138,0,0,5.98002e-115,0,0
842,1.20313e-138,0,0,5.98002e-115,0,0
843,1.20313e-138,0,0,3.64056e-115,0,0
844,1.20313e-138,0,0,3.64056e-115,0,0
845,1.20313e-138,0,0,3.02626e-115,0,0
846,1.20313e-138,0,0,2.34611e-115,0,0
847,6.24883e-139,0,0,1.19081e-115,0,0
848,6.01437e-139,0,0,7.80416e-116,0,0
849,2.62919e-139,0,0,5.23489e-116,0,0
850,2.50731e-139,0,0,5.23489e-116,0,0
851,1.90476e-139,0,0,5.23489e-116,0,0
852,1.60055e-139,0,0,4.9889e-116,0,0
853,6.08965e-140,0,0,4.71769e-116,0,0
854,3.62069e-140,0,0,3.82692e-116,0,0
855,3.55268e-140,0,0,3.24612e-116,0,0
856,2.2547e-140,0,0,3.09834e-116,0,0
857,1.03744e-140,0,0,2.0796e-116,0,0
858,7.91933e-141,0,0,1.82627e-116,0,0
859,6.32773e-141,0,0,1.52004e-116,0,0
860,4.78625e-141,0,0,8.97719e-117,0,0
861,2.35434e-141,0,0,8.97719e-117,0,0
862,2.35434e-141,0,0,5.95492e-117,0,0
863,2.35434e-141,0,0,5.95492e-117,0,0
864,1.73445e-141,0,0,5.24482e-117,0,0
865,7.09622e-142,0,0,5.24482e-117,0,0
866,7.09622e-142,0,0,4.75499e-117,0,0
867,7.09622e-142,0,0,4.75499e-117,0,0
868,2.32589e-142,0,0,4.75499e-117,0,0
869,1.97186e-142,0,0,3.18476e-117,0,0
870,1.97186e-142,0,0,2.6269e-117,0,0
871,2.13985e-143,0,0,2.6269e-117,0,0
872,2.13985e-143,0,0,1.7325e-117,0,0
873,2.13985e-143,0,0,1.7325e-117,0,0
874,2.13985e-143,0,0,1.7325e-117,0,0
875,2.04656e-143,0,0,1.10291e-117,0,0
876,1.03582e-143,0,0,1.00225e-117,0,0
877,1.03582e-143,0,0,8.29173e-118,0,0
878,3.1194e-144,0,0,2.32227e-118,0,0
879,3.1194e-144,0,0,2.32227e-118,0,0
880,3.1194e-144,0,0,2.32227e-118,0,0
881,9.95115e-145,0,0,2.32227e-118,0,0
882,9.95115e-145,0,0,2.32227e-118,0,0
883,6.28641e-145,0,0,2.32227e-118,0,0
884,6.28641e-145,0,0,2.32227e-118,0,0
885,5.52625e-145,0,0,2.32227e-118,0,0
886,5.52625e-145,0,0,2.32227e-118,0,0
887,1.28763e-145,0,0,2.32227e-118,0,0
888,1.28763e-145,0,0,2.32227e-118,0,0
889,1.06146e-145,0,0,1.81503e-118,0,0
890,5.27076e-146,0,0,3.7959e-119,0,0
891,5.27076e-146,0,0,3.7959e-119,0,0
892,5.27076e-146,0,0,3.7959e-119,0,0
893,2.50999e-146,0,0,3.7959e-119,0,0
894,2.50999e-146,0,0,3.7959e-119,0,0
895,9.99131e-147,0,0,3.7959e-119,0,0
896,9.99131e-147,0,0,3.7959e-119,0,0
897,7.84938e-147,0,0,3.7959e-119,0,0
898,4.30871e-147,0,0,2.80491e-119,0,0
899,3.5993e-147,0,0,2.66983e-119,0,0
900,3.40484e-147,0,0,1.39166e-119,0,0
901,2.89597e-147,0,0,1.39166e-119,0,0
902,2.5142e-147,0,0,1.02547e-119,0,0
903,1.35084e-147,0,0,8.19595e-120,0,0
904,8.4671e-148,0,0,6.33911e-120,0,0
905,6.73372e-148,0,0,5.80713e-120,0,0
906,6.73372e-148,0,0,5.80713e-120,0,0
907,3.53816e-148,0,0,5.80713e-120,0,0
908,2.31731e-148,0,0,5.80713e-120,0,0
909,1.10727e-148,0,0,4.57143e-120,0,0
910,1.10727e-148,0,0,4.57143e-120,0,0
911,1.72045e-149,0,0,1.23693e-120,0,0
912,1.19686e-149,0,0,1.23693e-120,0,0
913,1.19686e-149,0,0,1.07983e-120,0,0
914,1.19686e-149,0,0,3.97253e-121,0,0
915,1.19686e-149,0,0,3.97253e-121,0,0
916,1.19686e-149,0,0,2.78368e-121,0,0
917,8.73015e-150,0,0,2.78368e-121,0,0
918,6.43995e-150,0,0,2.78368e-121,0,0
919,6.17514e-150,0,0,2.06662e-121,0,0
920,5.31521e-150,0,0,1.82919e-121,0,0
921,2.87968e-150,0,0,1.66071e-121,0,0
922,1.44684e-150,0,0,1.63659e-121,0,0
923,4.81636e-151,0,0,1.63659e-121,0,0
924,2.0992e-151,0,0,1.63659e-121,0,0
925,2.0992e-151,0,0,1.40966e-121,0,0
926,2.0992e-151,0,0,9.75636e-122,0,0
